mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,par_name,eta_fctr,background_library,background_line,driver,construct_line,sex_test,driver_present,rnai_construct_present,driver_id,sex_id,background_id,uniq_construct_id,experiment_count,offspring_produced,gene_name,fbgn,vdrc_id,gene_origin,gene_age,chromosome,model_index
-5.9277760239235064,0.014780990846706433,1.1064186548647459,-8.569375691350618,-6.566211400459842,-5.780081886534514,-5.163607386328656,-4.125992134732712,5603.145280111092,1.0001572838395076,etas[1],2,GD,808,Act5c,1,female,TRUE,TRUE,1,1,1,1,4,1,CG17012,FBgn0031406,15570 GD,D,11-25MYA,2,1
-0.3158447187280227,0.004230979575282091,0.23303791674377083,-0.7611407058554772,-0.47407108804485143,-0.318888031243471,-0.16489079749850974,0.15404665631688677,3033.690844166655,1.000624778965691,etas[2],3,GD,808,Act5c,11,female,TRUE,TRUE,1,1,1,13,10,588,CG16931,FBgn0004588,23534 GD and 106010 KK,D,11-25MYA,3,1
-0.02012119903906026,0.0040038469692202,0.23022257880317512,-0.45791468515971323,-0.17659656652898295,-0.02514832372587501,0.13373083126233848,0.4425163797508116,3306.289581650372,1.0000622396019099,etas[3],4,GD,808,Act5c,12,female,TRUE,TRUE,1,1,1,24,10,790,CG18125,FBgn0264253,47673 GD,D,11-25MYA,2,1
0.14206988297845158,0.004152753464931218,0.23573800472500603,-0.3061180689061388,-0.013301671474121618,0.13722621699339155,0.29330026838262047,0.6228784112944467,3222.455347527175,0.9999548451324429,etas[4],5,GD,808,Act5c,13,female,TRUE,TRUE,1,1,1,31,10,929,CG31918,FBgn0031678,13220 GD,D,11-25MYA,2,1
0.023831583628569276,0.004314251089049505,0.23346911988834657,-0.42175246451256826,-0.13412291444558583,0.021474146640272092,0.18206018132889368,0.4902579924192415,2928.5190771891057,1.0008456025840027,etas[5],6,GD,808,Act5c,14,female,TRUE,TRUE,1,1,1,32,10,830,CG31720,FBgn0051720,51461 GD,D,11-25MYA,2,1
0.061457948680171445,0.0044273713405842815,0.23536979258627252,-0.3852663513480084,-0.0975512397009988,0.05490058468550987,0.2120345379871003,0.5356371422760114,2826.2433297028065,1.00067861715335,etas[6],7,GD,808,Act5c,19,female,TRUE,TRUE,1,1,1,37,10,859,CG14027,FBgn0031701,6957 GD and 106727 KK,D,6-11MYA,2,1
0.1094395798991698,0.0040424956242214654,0.2364353284119315,-0.33214426480346404,-0.054015061986737375,0.10482446545898638,0.263815553413595,0.5801152015942914,3420.7837669266314,0.9998937958866984,etas[7],8,GD,808,Act5c,20,female,TRUE,TRUE,1,1,1,39,10,906,CG31941,FBgn0043539,31141 GD,D,6-11MYA,2,1
0.1577259661053671,0.0041173714088377274,0.23803630053302416,-0.3043775436100362,-5.728280703401007e-4,0.15254369126055234,0.3156060800532747,0.6438779753871966,3342.306666143484,1.0005160442360093,etas[8],9,GD,808,Act5c,22,female,TRUE,TRUE,1,1,1,41,10,944,CG5609,FBgn0038838,51124 GD,D,6-11MYA,3,1
-0.08650791130534308,0.00407561029998399,0.2599634160238112,-0.568083273510725,-0.2652331150852464,-0.09298754516506885,0.08696296969771318,0.4431697819826295,4068.5454136647854,1.0001848929585033,etas[9],10,GD,808,Act5c,23,female,TRUE,TRUE,1,1,1,42,8,591,CG4712,FBgn0033818,21925 GD,D,11-25MYA,2,1
-0.5451282640515474,0.004367220492254299,0.23288682618900236,-0.987505181587,-0.7087780566785031,-0.5485714321025539,-0.3885266942825759,-0.08227845001229783,2843.6726847155105,0.999950361635254,etas[10],11,GD,808,Act5c,24,female,TRUE,TRUE,1,1,1,43,10,467,CG30448,FBgn0043532,12997 GD,D,6-11MYA,2,1
-0.2717519316978612,0.004148219635398783,0.2321246610371295,-0.7266508116923799,-0.4282419627438295,-0.27211129105276455,-0.11906447458139315,0.19162398745326287,3131.2596337390205,1.0008504990566598,etas[11],12,GD,808,Act5c,25,female,TRUE,TRUE,1,1,1,44,10,615,CG31932,FBgn0041249,42744 GD and 102860 KK,D,6-11MYA,2,1
-0.488590112624754,0.004181160098548498,0.23523692657678222,-0.9322223487880561,-0.6501707853421,-0.4929417182013831,-0.3331136059261347,-0.0085215652361477,3165.3183744677112,1.0003495690963986,etas[12],13,GD,808,Act5c,27,female,TRUE,TRUE,1,1,1,46,10,494,CG14088,FBgn0036858,5361 GD,R,6-11MYA,3,1
-0.7030464266806794,0.004286305358855505,0.2393080951451819,-1.1646735775629313,-0.8655819520983741,-0.7077008929016922,-0.5440112675829216,-0.21950140605895269,3117.084426540361,1.0004985253232515,etas[13],14,GD,808,Act5c,29,female,TRUE,TRUE,1,1,1,48,10,399,CG10090,FBgn0038018,101139 KK and 37346 GD,D,6-11MYA,3,1
0.07869524384741006,0.004286340575734185,0.24672068988902052,-0.38309929662779857,-0.09014288466185678,0.07241382461401678,0.23856738156320859,0.5906905314577725,3313.124764599635,1.0001293955409127,etas[14],15,GD,808,Act5c,31,female,TRUE,TRUE,1,1,1,51,9,783,CG17216,FBgn0026063,51995 GD,D,6-11MYA,3,1
0.1647061836355462,0.00422496674810382,0.23499897886987833,-0.28435180380715486,0.006859412819544912,0.16163561778672436,0.31858056489881936,0.6413159196405869,3093.751022390349,1.0011534781864981,etas[15],16,GD,808,Act5c,32,female,TRUE,TRUE,1,1,1,52,10,951,CG30037,FBgn0050037,12079 GD,D,11-25MYA,2,1
-0.7012096176182413,0.0041877875821111615,0.24366567608160664,-1.1634568293916832,-0.8701460439131142,-0.7042904885441453,-0.5369469129315831,-0.22579426792636928,3385.473540144925,1.0005813244936048,etas[16],17,GD,808,Act5c,33,female,TRUE,TRUE,1,1,1,53,9,360,CG18331,FBgn0036181,48500 GD,R,0-3MYA,3,1
-0.2531046788801842,0.004316555052761367,0.2749348410897078,-0.7782415335681249,-0.436039742115727,-0.2623500918133034,-0.07833419723131754,0.3181050997805631,4056.8130078995964,1.0016800809075879,etas[17],18,GD,808,Act5c,39,female,TRUE,TRUE,1,1,1,59,7,436,CG1736,FBgn0261395,32889 GD,R,6-11MYA,3,1
-0.10778274536852606,0.004153162423174918,0.23283941810827108,-0.5410676992836116,-0.2659801280281976,-0.11207162780582328,0.04382307168746761,0.35981127587621214,3143.0781433060306,1.000543933266125,etas[18],19,GD,808,Act5c,4,female,TRUE,TRUE,1,1,1,60,10,726,CG14251,FBgn0002838,43585 GD and 102203 KK,D,6-11MYA,3,1
-1.1813264255737543,0.004121072227053169,0.24857597669611894,-1.64905537356086,-1.3499480115622537,-1.1875996139028504,-1.0173905210010248,-0.6838664121882693,3638.2945568676228,1.000448939182322,etas[19],20,GD,808,Act5c,41,female,TRUE,TRUE,1,1,1,62,9,223,CG4259,FBgn0031389,2541 GD,D,11-25MYA,2,1
-0.1432433419888962,0.004196804682173716,0.23381449691979278,-0.5845632164250018,-0.30350141764515787,-0.14919966879438773,0.0057214060316739925,0.33191643867858117,3103.88308275362,1.001280548093973,etas[20],21,GD,808,Act5c,44,female,TRUE,TRUE,1,1,1,65,10,700,CG30473,FBgn0043530,27143 GD,D,6-11MYA,2,1
-0.13894238034195663,0.004165795868896395,0.2311166716756275,-0.5748627669242384,-0.29915177687234584,-0.14018543018500662,0.01101394343880924,0.33274395220166963,3077.9855683488,1.0009634288701441,etas[21],22,GD,808,Act5c,48,female,TRUE,TRUE,1,1,1,69,10,702,CG10799,FBgn0033821,16828 GD,D,11-25MYA,2,1
